4.395573429853982979e-03 5.307783391594795397e+00 1.641675036611056626e-03 1.305234745963042231e+00 1.349388145092934810e+00 1.296534644002302894e+00 2.719298476319379709e+00 -1.575700075223953472e-02 5.323108600201106988e+00 4.075757411661704133e+00 1.331057277783626702e+00 1.367157848347164251e+00 5.226724783115517248e+00 2.689082489978866786e+00 5.363960978822349013e+00 1.299763607658679154e+00 3.965028518249662959e+00 1.342832156827815648e+00 2.687055940227626838e+00 2.701070246764370797e+00 -3.223836668134860695e-03 3.946869531607568149e+00 3.969883095832301922e+00 1.325593544416683756e+00 9.669277400429132988e-03 5.272464397460215224e+00 2.684354610427149179e+00 1.337977498422807665e+00 1.351795337245782269e+00 4.044912640912190049e+00 2.677175607722558137e+00 5.332846043416846094e+00 2.668756018244462958e+00 3.963286029187648385e+00 1.298280872843371458e+00 4.001496651634325552e+00 4.800508756721093284e-02 2.702490358226371736e+00 2.699065377485367012e+00 1.337175808950483713e+00 4.019930825936980590e+00 4.048394172316021056e+00 2.685886878092868191e+00 2.636396308534326050e+00 2.632017658983845099e+00 3.935367686038552471e+00 3.930776493982361508e+00 3.952064772589095831e+00
-1.176629764101705736e-02 5.287943660498156895e+00 -3.009680899444523716e-02 1.292842356030107887e+00 1.397858430752350722e+00 1.263435158191074992e+00 2.693110151151050680e+00 -5.408617870595659044e-02 5.352337362835076107e+00 4.071893602556065694e+00 1.331461544719640511e+00 1.347930078696722322e+00 5.208377670088782274e+00 2.662855913505102201e+00 5.387959726526883486e+00 1.303660096117080336e+00 3.952745632306097878e+00 1.345102560251047574e+00 2.714957345283971257e+00 2.712007077563992397e+00 -6.528516794330158773e-03 3.910256399463393873e+00 3.982392993988145502e+00 1.313240093980380774e+00 -1.825294251418512620e-03 5.276330675619549382e+00 2.653211038157039070e+00 1.334986667169987262e+00 1.340376052622006542e+00 4.010417090963710685e+00 2.718353216069132383e+00 5.343229402462649880e+00 2.638272619633358573e+00 3.916029199555523643e+00 1.322740308292041478e+00 4.005682894946466455e+00 4.874771529783753637e-02 2.686553863811469434e+00 2.711971764471261537e+00 1.325392370273224207e+00 4.006249393938544401e+00 4.021187778340884478e+00 2.714126156693880798e+00 2.609373510678555608e+00 2.580306718306630831e+00 3.931417873993271250e+00 3.936060295313246193e+00 3.961327959921006947e+00
-3.948614444172750260e-02 5.298316240050701786e+00 -3.858392599549111124e-02 1.267609667096854409e+00 1.398815751476745417e+00 1.252080787799880079e+00 2.685943069689245455e+00 -6.398428487668654518e-02 5.360237342369829072e+00 4.064929309854737660e+00 1.314290975805346262e+00 1.367831922326126382e+00 5.202330670310994165e+00 2.675767634969666187e+00 5.374611424472165666e+00 1.271138982547426632e+00 3.939390416653028026e+00 1.305499450134127493e+00 2.724120277972401194e+00 2.745955801627748993e+00 -4.946486282000291113e-02 3.921488967707612350e+00 3.968337790101226226e+00 1.305216250295635039e+00 6.364152941920877757e-03 5.294991239379768899e+00 2.695868281458650983e+00 1.331838093050493832e+00 1.333507205051083888e+00 3.996193910172338715e+00 2.717515615203358159e+00 5.342209122145568756e+00 2.634190064030546008e+00 3.876363962762178872e+00 1.282029450731360098e+00 4.005273471181070910e+00 8.443702740600936285e-02 2.668923623983291638e+00 2.709254705092904114e+00 1.328571758279515569e+00 4.022848401660737316e+00 4.015618009761232621e+00 2.715412568790742220e+00 2.591455646222323939e+00 2.581185133468701043e+00 3.948690392995175547e+00 3.911080185702394907e+00 3.921446304949046002e+00
-7.085465450959085865e-02 5.298678212220430339e+00 -2.393815245988632767e-03 1.289273778848866625e+00 1.401115565437368149e+00 1.303916362202538481e+00 2.640304745008914100e+00 -8.870006430786978036e-02 5.324435331635421598e+00 4.064547006997406342e+00 1.323942188520982333e+00 1.336648464908580802e+00 5.251612488075876328e+00 2.717522796833622856e+00 5.400351020070775832e+00 1.269907024161604170e+00 3.951350447711360570e+00 1.302037502620045029e+00 2.716775631037260386e+00 2.740036409515250515e+00 -5.703622496045823720e-02 3.947765706811699360e+00 3.943489702191866009e+00 1.286301289737306286e+00 -1.532545274696413794e-02 5.312815758211739237e+00 2.665367195686163537e+00 1.343942089767745651e+00 1.365052348971961260e+00 4.007354522943169961e+00 2.708496479258531320e+00 5.386226125226887262e+00 2.657205199070276080e+00 3.871021365970010564e+00 1.292080383387792963e+00 3.996088671161046602e+00 1.057286903952113638e-01 2.694128628924827407e+00 2.722171223063093226e+00 1.388687185636070964e+00 4.007548837639299144e+00 3.968612147566171977e+00 2.696469713028224469e+00 2.547320049954610699e+00 2.589759212830158752e+00 3.953063776902450588e+00 3.906548556022552798e+00 3.935583165981683340e+00
-8.157875664435673690e-02 5.276034272710021789e+00 -1.271360655708116951e-03 1.281846409812311016e+00 1.392271169505955752e+00 1.279944384495142806e+00 2.651160609440549543e+00 -6.141809563533584537e-02 5.318058066921374838e+00 4.049947613057808482e+00 1.343797988634404694e+00 1.342126060031509915e+00 5.234037641456123602e+00 2.679272682602242384e+00 5.379782182972602023e+00 1.352373917989845964e+00 3.952582912941120075e+00 1.259317681242086540e+00 2.769942218471936002e+00 2.717459862353643008e+00 -6.534321068662930776e-02 3.941001945646719129e+00 3.907437646278257848e+00 1.261571164655415300e+00 -9.220044691029209705e-03 5.302660153100805296e+00 2.658076372789802022e+00 1.298260230130887427e+00 1.370010361540417332e+00 4.011856280128998975e+00 2.718727054156317546e+00 5.382512362122306548e+00 2.694983267262868409e+00 3.904632444832939697e+00 1.312338338982508734e+00 3.994449297874902882e+00 1.003932635914061011e-01 2.666781851443535523e+00 2.716575286537755041e+00 1.391503100472113452e+00 4.010245891952089359e+00 3.970419793188733504e+00 2.703030250520146005e+00 2.577916744940323301e+00 2.572305650526654830e+00 3.942644428051149674e+00 3.908184538430179433e+00 3.921623683669285043e+00
-7.014279757901555057e-02 5.301349565697152322e+00 -5.949265514326612658e-02 1.273394607609782181e+00 1.366063150998177322e+00 1.255359507261019969e+00 2.622919364472136472e+00 -4.937549876565365536e-02 5.319840285783699052e+00 4.053529290811106911e+00 1.355345516635450442e+00 1.366107106979130847e+00 5.241880627171251916e+00 2.628920796027762297e+00 5.375035447381317333e+00 1.290700131326213418e+00 3.961394712051331091e+00 1.260985645503766017e+00 2.806035361156152153e+00 2.709015903599647057e+00 -5.514075600539629363e-02 3.920839041150643300e+00 3.889494253778888577e+00 1.277258665090852174e+00 4.128661061017691383e-03 5.382683035133224436e+00 2.689468440110217351e+00 1.270917925613430643e+00 1.398164195761723683e+00 4.006403455839077310e+00 2.721873578565445317e+00 5.369047563608579487e+00 2.691611416026591375e+00 3.881479392654726635e+00 1.260851589610841650e+00 3.968043499881211300e+00 9.689836459322001549e-02 2.656745027273123672e+00 2.739365909721148906e+00 1.350403208605234218e+00 4.007421953415247096e+00 4.002823359575345741e+00 2.739947296244412911e+00 2.604046803761873363e+00 2.567191070833299005e+00 3.954284812320239872e+00 3.934550838366717596e+00 3.926319198371335251e+00
-9.577251777560605306e-02 5.286781201091494964e+00 -3.455693456082212234e-02 1.251413216448705068e+00 1.382718341034426812e+00 1.272443807929551918e+00 2.618387590629287054e+00 -2.229934550639572910e-02 5.314967818788978171e+00 4.086214228267347259e+00 1.317989856562993500e+00 1.394123726455289702e+00 5.246506476805609331e+00 2.622698188748505466e+00 5.423816117142557403e+00 1.275326984080163539e+00 3.974025881853944675e+00 1.274635791845823096e+00 2.809233739123962348e+00 2.720824167013248029e+00 -4.403401443269373133e-02 3.941311530414258524e+00 3.869954461497000064e+00 1.282524498333057927e+00 -1.169301087758271677e-02 5.360759417766974622e+00 2.713036688237004945e+00 1.312969093207447369e+00 1.392910975625778924e+00 3.997754077678251861e+00 2.722290171088903143e+00 5.374384621755457836e+00 2.716731242134264424e+00 3.854046170876432864e+00 1.311626538446277968e+00 3.961567470944606040e+00 1.205159660258700027e-01 2.657192517910608842e+00 2.745675182165682848e+00 1.360382873782211677e+00 3.995145363348838075e+00 4.027050966288346245e+00 2.718659764722964667e+00 2.601841340992387952e+00 2.546103079197664876e+00 3.951183222577056675e+00 3.954786187080657545e+00 3.921868513641737941e+00
-9.153141702139794278e-02 5.278280852623965735e+00 -3.416163067435189216e-02 1.288874509261532353e+00 1.351773453217703258e+00 1.253734648388570516e+00 2.577047099745319425e+00 -3.720496024879017816e-02 5.329234729628703704e+00 4.076041643022914940e+00 1.303584188214014450e+00 1.381205450536904689e+00 5.269426881985853406e+00 2.640346150423515503e+00 5.406755951114977421e+00 1.298873236979379620e+00 4.018253348458675767e+00 1.283548580328102151e+00 2.825363252049211571e+00 2.731909779709847275e+00 -6.175414775789697663e-02 3.981363393672866735e+00 3.901777913213331228e+00 1.264822363167010355e+00 1.613836980879459343e-02 5.377577780797532903e+00 2.690829232286551242e+00 1.260629764339968872e+00 1.380522763663142527e+00 4.026849025710531826e+00 2.710699882878168321e+00 5.351973077913673826e+00 2.746451705511131713e+00 3.916489738133204668e+00 1.342007740791634873e+00 3.933419857291458044e+00 1.126852243651000340e-01 2.676615704677746344e+00 2.775071519042385582e+00 1.377460775354536482e+00 3.980533655431685247e+00 4.051593400784423871e+00 2.728548602449640814e+00 2.570975203208565318e+00 2.552000201633390475e+00 3.962982281084121539e+00 3.962017529900542456e+00 3.899738287111793156e+00
-1.248850121539127056e-01 5.249104851290532281e+00 -1.425141356726169692e-02 1.297512731693720056e+00 1.380954038483757529e+00 1.219139039728574181e+00 2.551649977104083700e+00 -4.135432136569881095e-02 5.303517962033669875e+00 4.073824558617243241e+00 1.268457708075378054e+00 1.401724430853350745e+00 5.263492116228655426e+00 2.612702168507038181e+00 5.415571739118156813e+00 1.288498326093125979e+00 4.037428500710372070e+00 1.322148996152481493e+00 2.841087211286306591e+00 2.739889082562442901e+00 -3.384701741337875491e-02 3.954412525518870680e+00 3.934961955339862705e+00 1.303795678670675029e+00 1.783762585017565835e-02 5.372065422519872513e+00 2.695842919030080331e+00 1.248044314550669442e+00 1.376899213672398092e+00 4.054373951371897711e+00 2.711333287672970993e+00 5.346232482808090936e+00 2.776869576642551962e+00 3.928565107723728023e+00 1.334906310974544263e+00 3.889207891363587244e+00 7.676768611051708324e-02 2.650011690546460574e+00 2.756229081001309478e+00 1.359990893025812664e+00 3.947558466510674435e+00 4.041543991545584191e+00 2.759630738073057366e+00 2.563639472614643200e+00 2.537948979150715267e+00 3.965646302550682289e+00 3.995915378758506886e+00 3.891849450283511924e+00
-9.939410818686707227e-02 5.251367069657875142e+00 1.781971380742004493e-02 1.315979453692842194e+00 1.385970849422473616e+00 1.223109262875970327e+00 2.546345613804072094e+00 -4.759354136306467864e-02 5.337154893133745581e+00 4.017597731756321622e+00 1.257144190552401675e+00 1.349463615707972908e+00 5.304165909699066539e+00 2.563400357189009604e+00 5.408941447888190091e+00 1.281826390401001436e+00 4.042130894485265635e+00 1.360767001962101874e+00 2.845919842789849330e+00 2.753092318247257531e+00 -1.994313028173039237e-02 3.932982039496149440e+00 3.906872958987225530e+00 1.305795930545501804e+00 -6.077379857636847765e-03 5.361954274269572274e+00 2.682852838534998785e+00 1.249436849144446526e+00 1.321965569985271260e+00 4.064363362731676865e+00 2.690729042201555732e+00 5.293836135115719266e+00 2.752792550828164320e+00 3.922476691063085052e+00 1.358264235988725810e+00 3.912277570739229215e+00 6.453131721514446251e-02 2.681894096692078566e+00 2.783956092244466163e+00 1.312755580199507444e+00 3.961294013247646628e+00 4.036832324975554442e+00 2.728980428782372236e+00 2.525231438916813786e+00 2.514776854456047595e+00 3.951422083416845865e+00 4.045797124715911686e+00 3.889063500606397383e+00
